scenario,eirp_dbm,interferer_count,mean_signal_dbm,mean_interference_dbm,noise_dbm,mean_sinr_db,mean_linear_sinr_db,median_sinr_db,p05_sinr_db,p95_sinr_db,outage_lt_0_db,outage_lt_3_db
activity_reduction,60.0,30,-97.18941156262426,-88.83271396022568,-100.01029995663981,-8.357962539178352,-7.572604509661703,-8.367188370204008,-12.62749399168108,-4.012775633888515,0.9994,1.0
activity_reduction,60.0,31,-97.18941156262426,-88.67756560655118,-100.01029995663981,-8.510318600107052,-7.7363074407943335,-8.529192305619244,-12.77973791028821,-4.233015916455649,0.9995,1.0
activity_reduction,60.0,32,-97.18941156262426,-88.55294925005062,-100.01029995663981,-8.63596273200947,-7.875261087558253,-8.638406876650254,-12.86414937069434,-4.382470409369607,0.9998,1.0
activity_reduction,60.0,33,-97.18941156262426,-88.3925226732884,-100.01029995663981,-8.78541926050242,-8.02513756327934,-8.780013563501694,-13.03486330481673,-4.599608064815735,0.9996,1.0
activity_reduction,60.0,34,-97.18941156262426,-88.26117952755213,-100.01029995663981,-8.918241542711709,-8.153604701553002,-8.930399812739012,-13.185685345217985,-4.663769901226486,0.9998,1.0
activity_reduction,60.0,35,-97.18941156262426,-88.13262032331302,-100.01029995663981,-9.0453696516127,-8.284756399930027,-9.061885610083731,-13.235403220963853,-4.829694920678079,0.9997,1.0
activity_reduction,60.0,36,-97.18941156262426,-88.00268929199113,-100.01029995663981,-9.177258768906682,-8.44137230940435,-9.143275120288557,-13.389380204878279,-5.037501813615515,0.9999,1.0
activity_reduction,60.0,37,-97.18941156262426,-87.91124189922431,-100.01029995663981,-9.275349298977465,-8.548837336776927,-9.257935671583427,-13.420234166168672,-5.168616510115648,0.9997,1.0
activity_reduction,60.0,38,-97.18941156262426,-87.80776466647612,-100.01029995663981,-9.382577903668672,-8.662246475222016,-9.391174887971506,-13.441162877404222,-5.240327177129443,0.9998,1.0
activity_reduction,60.0,39,-97.18941156262426,-87.6892117656372,-100.01029995663981,-9.489759533027888,-8.767524880245157,-9.483149039076643,-13.577595443854431,-5.298985343112845,0.9999,1.0
